equipment,exercise_id,name,link
Cardio Machine,stationary-bike,"Stationary Bike Cardio / Cardio Machine The stationary bike exercise utilizes an exercise to burn calories, tone the body, strengthen the legs, increase stamina and endurance as well as balance.",https://www.jefit.com/exercises/318/stationary-bike
Cardio Machine,indoor-cycling,"Indoor Cycling Cardio / Cardio Machine Indoor cycling is a form of exercise that focuses on endurance, stamina, strength, intensity, intervals and recovery",https://www.jefit.com/exercises/312/indoor-cycling
Cardio Machine,recumbent-bike,"Recumbent Bike Cardio / Cardio Machine The recumbent bike is a great cardio exercise. It is a variation of a cardio workout that involves the recumbent bicycle that places the individual in a laid back reclining position. It is a great exercise for burning calories, increasing stamina and endurance, improving balance and helps build core and lower leg strength.",https://www.jefit.com/exercises/923/recumbent-bike
Strength Machine,cable-lat-pulldown-wide-grip,"Cable Lat Pulldown (Wide Grip) Back / Strength Machine The wide-grip lat pulldown is one of the classic bodybuilding exercises used to help build a stronger back. Steps : 1.) Start by sitting under a cable pull down machine that has a wide bar attachment and grab it with a wide overhand grip. 2.) While keeping your abs drawn in and back straight, pull down the bar to your upper chest. 3.) Hold for a count at the bottom position, squeeze your lats and then slowly return back to the starting position.",https://www.jefit.com/exercises/86/cable-lat-pulldown-wide-grip
Strength Machine,machine-leg-extension,"Machine Leg Extension Upper Legs / Strength Machine The leg extension exercise is a staple in weight lifting for building strong legs and overall body strength. Steps : 1.) Begin by adjusting the seat of the leg extension bench so that your knees have a full range of motion and the footpad fits over your legs above your ankles. 2.) Take hold of the machine handles, keeping your hips and back up against the bench, and slowly extend your legs until your legs are straight. 3.) Hold this position for a count, then return back to the start. 4.) Repeat for as many reps and sets as desired. Tips : 1.) Use controlled movements for this exercise, do not swing the weight up. 2.) Refrain from locking your knees as this can result in injury.",https://www.jefit.com/exercises/130/machine-leg-extension
Strength Machine,cable-tricep-pushdown-rope,"Cable Tricep Pushdown (Rope) Triceps / Strength Machine The rope triceps pushdown exercise uses a rope to target the triceps muscle for better definition and bigger arms. Steps : 1.) Start off standing in front of a cable machine, attaching a rope to the high pulley and grabbing the attachment with an overhand (palms down) grip. 2.) Keeping your abs drawn in, back straight and elbows in at your sides, push the rope down towards your thighs. 3.) As you push down towards your thighs, split the rope apart at the bottom and isolate the tricep muscle. 4.) Hold this position for a count and return back up to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/159/cable-tricep-pushdown-rope
Strength Machine,cable-seated-row,"Cable Seated Row Back / Strength Machine The cable seated row is a popular exercise targeting the muscles of the upper and middle back. Here's a step-by-step guide to performing the cable seated row correctly: Set Up the Machine: Attach the desired handle to the cable row machine. Adjust the seat and chest pad (if available) so that you can reach the handle comfortably without overextending. Starting Position: Sit down on the machine with your feet securely placed on the footrests. Your knees should be slightly bent. Grasp the handle with both hands, using an overhand or neutral grip (palms facing each other). Sit with a straight back and slight lean forward from the hips, keeping your chest up and core engaged. Executing the Row: Pull the handle towards your torso, leading with your elbows. Your elbows should stay close to your body. As you pull, squeeze your shoulder blades together and keep your back straight. Avoid using your lower back to pull; focus on using your upper and middle back muscles. End Position: Pull the handle until it reaches your torso, typically around the lower chest or upper abdomen. Hold this position for a brief moment to maximize the contraction in your back muscles. Return to Starting Position: Slowly extend your arms and return the handle to the starting position, maintaining control of the weight throughout the movement. Keep your back straight and avoid rounding your shoulders as you return to the start.",https://www.jefit.com/exercises/21/cable-seated-row
Strength Machine,machine-fly,"Machine Fly Chest / Strength Machine The Machine Fly, also known as the Pec Deck Fly or Seated Machine Fly, is an excellent exercise for isolating and targeting the chest muscles, particularly the pectoralis major. Here’s how to perform it correctly: Setup: Adjust the seat height so that the handles of the machine are at chest level when you sit down. Sit on the machine with your back flat against the backrest and your feet flat on the floor. Starting Position: Grasp the handles with an overhand grip (palms facing forward) or a neutral grip (palms facing each other), depending on the machine design. Position your arms so that they are slightly bent at the elbows and in line with your shoulders. Your elbows should be slightly below shoulder level. Keep your back pressed firmly against the backrest and your chest lifted. Engage Your Core: Tighten your abdominal muscles to maintain a stable torso throughout the exercise. Perform the Fly: Exhale as you bring the handles together in front of your chest in a wide arc, keeping your elbows slightly bent. Focus on squeezing your chest muscles as you bring the handles together. Do not let your shoulders roll forward; keep them back and down throughout the movement. Pause: Briefly pause at the peak contraction when the handles are together, focusing on squeezing your chest muscles. Return to Starting Position: Inhale as you slowly and controlled return the handles to the starting position, allowing your chest muscles to stretch.",https://www.jefit.com/exercises/45/machine-fly
Strength Machine,machine-leg-press,"Machine Leg Press Upper Legs / Strength Machine The leg press exercise is a variation of leg press workouts which targets the external muscles of the legs by placing your feet closely together. Steps : 1.) Start off sitting on a leg press machine with your feet on the crosspiece about 6 inces apart with your toes pointed outward. 2.) Once in position, grab the handles on the sides of the machine, release the locks, slowly bend down at your knees and bring the weight as far as possible towards your chest. 3.) Hold for a count and then return back to the starting position. 4.) Repeat for as many reps and sets as desired. Tips : 1.) Do not lock your knees at the top as this can result in injury.",https://www.jefit.com/exercises/132/machine-leg-press
Strength Machine,machine-seated-leg-curl,"Machine Seated Leg Curl Upper Legs / Strength Machine The seated leg curl exercise is another option to the lying leg curls workout to help build the hamstrings. Steps : 1.) Start by adjusting the machine so that the footpad is above your heels, then sit upright with your abs tightly drawn in and your legs positioned in front of you. 2.) Slowly curl your legs back towards your buttock and hold for a 1-2 count. 3.) Return back to the starting position and repeat for as many reps and sets as desired. Tips : 1.) Do not use momentum and resist swinging the weight or moving too quickly though the exercise.",https://www.jefit.com/exercises/161/machine-seated-leg-curl
Strength Machine,machine-leg-curl-prone,"Machine Leg Curl (Prone) Upper Legs / Strength Machine Steps : 1.) Facing bench, stand between bench and lever pads. 2.) Lie prone on bench with knees just beyond edge of bench and lower legs under lever pads. Grasp handles. 3.) Raise lever pad to back of thighs by flexing knees. 4.) Lower lever pads until knees are straight. 5.) Repeat for the desired amount of reps and sets.",https://www.jefit.com/exercises/160/machine-leg-curl-prone
Strength Machine,machine-shoulder-press,"Machine Shoulder Press Shoulders / Strength Machine The Machine Shoulder Press is a popular exercise targeting the upper back and shoulder muscles, particularly the deltoids, and can also engage the triceps and upper chest. Here’s a step-by-step guide on how to perform it correctly: Position Yourself: Sit on the seat with your back firmly against the backrest. Grip the handles with a pronated grip (palms facing forward) and your elbows bent at a 90-degree angle. Engage Your Core: Keep your feet flat on the ground. Engage your core muscles to stabilize your body throughout the movement. Press the Handles Upward: Exhale as you press the handles upward. Extend your arms fully, but do not lock your elbows at the top of the movement. Lower the Handles: Inhale as you slowly lower the handles back to the starting position. Control the movement to avoid letting the weights drop quickly.",https://www.jefit.com/exercises/46/machine-shoulder-press
Strength Machine,cable-rope-face-pull,"Cable Rope Face Pull Back / Strength Machine Steps : 1.) Start by facing a high pulley cable machine with either a rope or dual handles connected to the machine. 2.) Grab onto the handles and pull the weight directly towards your face, using your shoulders, and separating your shoulders as you pull the weights back. 3.) Hold for a count then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/874/cable-rope-face-pull
Strength Machine,cable-tricep-pushdown-v-bar,"Cable Tricep Pushdown (V-Bar) Triceps / Strength Machine The triceps pushdown v-bar exercise uses the v-shaped bar to target the tricep muscle and build bigger arms. Steps : 1.) Start by standing in front of a cable machine and attaching a v-bar attachment to a high pulley. 2.) Grab onto the v-bar with an overhand (palms facing down) grip, keeping your abs drawn in tightly and back straight as this will be your starting position. 3.) Making sure that you keep your elbows in at your sides and push the bar straight down towards your thighs, until you feel a stretch in your tricep muscle. 4.) Hold this position for a count, isolating the tricep and then return back to the start. 5.) Repeat for as many reps and sets as desired. Tips : 1.) You are able to place one foot in front of the other for a better stance.",https://www.jefit.com/exercises/149/cable-tricep-pushdown-v-bar
Strength Machine,dip,"Dip Triceps / Strength Machine Performing a bodyweight dip is an excellent way to build strength in the triceps, chest, and shoulders. Here’s how to do it correctly: Set Up: Position yourself between the parallel bars and grip them firmly with your hands, thumbs wrapped around the bars. Jump or step up so your arms are fully extended and supporting your body weight. Keep your arms straight and your legs crossed at the ankles if desired for stability. Starting Position: Maintain an upright posture with your chest up and shoulders back. Engage your core to keep your body stable. Executing the Dip: Lower your body by bending your elbows, keeping them close to your body. Lean slightly forward to engage your chest muscles more, or stay more upright to focus on your triceps. Continue lowering until your upper arms are parallel to the ground or your shoulders are just below your elbows. End Position: At the bottom of the movement, your elbows should be at about a 90-degree angle, and you should feel a stretch in your chest and triceps. Return to Starting Position: Push yourself back up by straightening your arms, bringing your body back to the starting position. Avoid locking your elbows at the top to keep tension on the muscles.",https://www.jefit.com/exercises/24/dip
Strength Machine,machine-hip-abduction,Machine Hip Abduction Upper Legs / Strength Machine The hip abduction exercise works the muscles of the outer thigh and strengthens the leg muscles. Steps : 1.) Start by sitting on the machine and place your knees against the pads. 2.) Draw your abs in and abduct or move your thighs apart against the pads. 3.) Slowly return to the starting position and repeat.,https://www.jefit.com/exercises/216/machine-hip-abduction
Strength Machine,cable-rope-overhead-tricep-extension,"Cable Rope Overhead Tricep Extension Triceps / Strength Machine The cable rope overhead triceps extension exercise works the tricep muscle by reaching behind your neck and helping build stronger and bigger arms. Steps : 1.) Start by standing with your feet shoulder-width apart, keeping your back straight and abs tightly drawn in. 2.) Grab and hold onto a rope extension with both hands with your palms facing up and raise the rope over your head as this will be your starting position. 3.) Slowly lower the rope attachment in an arc motion behind your head, feeling a stretch and isolating your tricep muscles. 4.) Hold this position for a count, then slowly raise the rope back up to the start. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/155/cable-rope-overhead-tricep-extension
Strength Machine,machine-reverse-fly,"Machine Reverse Fly Shoulders / Strength Machine Steps : 1.) Start by adjusting the handles on a fly machine so that they are fully to the rear in place for reverse flys and positioning the seat so that the handles are at shoulder level. 2.) Grab the handles so that your hands are facing inwards and then pull your arms out to your sides and as far back as possible, contracting your rear deltoids. 3.) Keep this motion until you feel a stretch in your shoulders then hold for a count. 4.) Return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/878/machine-reverse-fly
Strength Machine,machine-seated-row,"Machine Seated Row Back / Strength Machine Steps : 1.) Start off sitting on a fixed row machine, grabbing the handles in front of you so that your arms are in a full extension and chest is up against the pad in front of you. 2.) Slowly contract your back muscles moving your shoulder blades with your arms and pull back on the machine. 3.) Hold as you reach a peak position and then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/700/machine-seated-row
Strength Machine,machine-bench-press,"Machine Bench Press Chest / Strength Machine The bench press machine exercise targets the chest muscles and offers more stability for people new to the exercise. Steps : 1.) Start by adjusting a bench press machine so that when you sit at the machine, the bars are positioned at chest height. 2.) Place your hands upon the bars and place your feet flat on the foot rests in front of you as this will be your starting position. 3.) Press out, by extending your arms out as far as possible, in a slow and steady motion until you feel a stretch in your tricep muscles. 4.) Hold this position for a count then return back to the start. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/163/machine-bench-press
Strength Machine,machine-seated-calf-raise,"Machine Seated Calf Raise Lower Legs / Strength Machine The seated calf raise exercise is one of the simplest and most effective calf workouts. Steps : 1.) Start off sitting at a calf raise machine, putting the balls of your feet on the footpad and your thighs under the leg pad above your knees as this will be your starting position.. 2.) Unlock the bar and slowly raise your toes up as high as possible, feeling a stretch in your calf muscles. 3.) Once you reach the top position, hold for a count then return back to the start. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/144/machine-seated-calf-raise
Pullup Bar,pull-up,"Pull-Up Back / Pullup Bar Steps : 1.) Grab the bar with an overhand grip 2.) Lift your self up till your chin is above the bar. 3.) Pause for a few seconds. 4.) Lower yourself down slowly. 5.) Repeat for the desired amount of reps. Tips : 1.) For an increased workout, wear ankle weights or a weighted vest.",https://www.jefit.com/exercises/83/pull-up
Pullup Bar,hanging-leg-raise,"Hanging Leg Raise Abs / Pullup Bar The Hanging Leg Raise is a core exercise that targets the abdominal muscles, particularly the lower abs, and also engages the hip flexors, grip, and shoulders. Here’s a step-by-step guide on how to perform the exercise correctly: Starting Position: Find a pull-up bar or a secure overhead bar that can support your weight. Grip the bar with an overhand (pronated) grip, hands shoulder-width apart. Let your body hang freely with your arms fully extended and legs straight. Keep your core engaged to avoid swinging. Execution: Tighten your core muscles before you start the movement. Keeping your legs straight, lift them up towards your torso. Aim to bring your feet as high as possible, ideally reaching the level of the bar or higher if your flexibility allows. Exhale as you lift your legs up. Top Position: Pause briefly at the top of the movement, ensuring that your core is fully engaged and your legs are controlled. Your body should form an L-shape if you can lift your legs to a 90-degree angle with your torso. Lowering Phase: Slowly lower your legs back to the starting position in a controlled manner. Avoid swinging or using momentum. Inhale as you lower your legs.",https://www.jefit.com/exercises/61/hanging-leg-raise
Pullup Bar,weighted-pull-up,Weighted Pull-Up Back / Pullup Bar Steps : 1.) Start by positioning yourself in front of a pull-up bar with a weight attached to a dip belt that is secured around your waist. 2.) Grab the pull-up bar with an overhand grip and slowly pull yourself up squeezing your back muscles. 3.) Hold this position for a count then return back to the start. 4.) Repeat for as many reps and sets as desired.,https://www.jefit.com/exercises/834/weighted-pull-up
Pullup Bar,chin-up-with-knee-raise,"Chin-Up with Knee Raise Back / Pullup Bar The Chin-Up with Knee Raise exercise is a great exercise for building strength in the back, hips and arms. Steps : 1.) Start off by grabbing the bar with an underhand grip, letting your body hang from the bar and keeping your arms straight as this will be your starting position. 2.) Once in position, slowly pull yourself up so that your chin is higher than the bar, squeezing your back muscles and lats then drive your knees upward toward the chest and hold for a count. 3.) Return slowly to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/82/chin-up-with-knee-raise
Pullup Bar,hanging-knee-raise,"Hanging Knee Raise Abs / Pullup Bar Steps : 1.) Start off by grabbing onto a hanging grip or pull up bar, with a comfortable distance between your hands and a strong grip. 2.) Then slowly lift your knees in towards your chest until you feel tension on your lower abs. 3.) Hold this position for a few seconds then return back to the starting position and repeat for the desired reps and sets.",https://www.jefit.com/exercises/690/hanging-knee-raise
Pullup Bar,pull-up-hammer-grip,"Pull-Up (Hammer Grip) Back / Pullup Bar Steps : 1.) Stand in front of a assisted pull-up machine and grab the hammer grip section of the bar. 2.) Lift your feet up off of the floor and pull up slowly, squeezing your lats until your shoulders are level with your head. 3.) Hold this position for a count then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/911/pull-up-hammer-grip
Pullup Bar,chin-up-close-grip,"Chin-Up (Close Grip) Back / Pullup Bar Steps : 1.) Start by standing in front of a pull-up bar and grabbing it with an overhand grip, keeping your hands about a foot apart. 2.) Lift your body off of the floor so that your feet are elevate off of the ground and slowly pull yourself up so that your chin is above the bar. 3.) Squeeze with your lats and hold for a count. 4.) Return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1247/chin-up-close-grip
Pullup Bar,weighted-hanging-knee-raise,Weighted Hanging Knee Raise Abs / Pullup Bar Steps : 1.) Start by standing in front of a pull up bar with a dumbbell in between your legs. 2.) Grab the pull up bar and lift your body up off of the floor with the dumbbell pressed between your feet so that it is secure for your motion up. 3.) Slowly raise your knees upward so that they head towards your chest until you feel a stretch in your abs. 4.) Hold this position for a count then return back to the start. 5.) Repeat for as many reps and sets as desired.,https://www.jefit.com/exercises/1005/weighted-hanging-knee-raise
Pullup Bar,one-arm-hang,One-Arm Hang Back / Pullup Bar Steps : 1.) To begin this exercise; start off with one hand grabbing onto a pull-up bar with your palms facing outwards. 2.) Keep your feet flat on the floor and put all of the weight upon your hand holding for 15 seconds. 3.) Repeat this exercise for as many repetitions as needed.,https://www.jefit.com/exercises/358/one-arm-hang
Pullup Bar,rear-pull-up-wide-grip,Rear Pull-Up (Wide Grip) Back / Pullup Bar Steps : 1.) Start by grabbing a pull-up bar with an overhand grip. 2.) Position each hand about a foot away from your head. 3.) Lift yourself up until the back of neck is behind the pull-up bar. 4.) Exhale as you lift yourself up and inhale as you lower your body. 5.) Slowly let your self back down to the starting position. 6.) Repeat for the desired amount of reps.,https://www.jefit.com/exercises/85/rear-pull-up-wide-grip
Pullup Bar,hanging-knee-raise-rotation,"Hanging Knee Raise Rotation Abs / Pullup Bar Steps : 1.) Start by grabbing onto a hanging grip or pull up bar, with a comfortable distance between your hands and a strong grip. 2.) Then slowly lift your knees in towards your chest in a diagonal direction rotating your legs from side to side until you feel tension on your lower abs. 3.) Hold this position for a few seconds then return back to the starting position and repeat for the desired reps and sets.",https://www.jefit.com/exercises/691/hanging-knee-raise-rotation
Pullup Bar,hanging-pike,"Hanging Pike Abs / Pullup Bar The hanging pike is a challenging and effective ab exercise that targets the rectus abdominis (the ""six-pack"" muscles) along with the hip flexors and obliques. Here’s how to perform it correctly: Start Position Hang from a pull-up bar with an overhand grip (palms facing away from you). Your arms should be fully extended and your legs hanging straight down. Engage your core and keep your body stable. Engage Your Core Tighten your core muscles, pulling your navel towards your spine. Keep your legs straight and toes pointed. Raise Your Legs While keeping your legs straight, lift them up in front of you. Aim to bring your feet up towards the bar. Your body should form an “L” shape at the top of the movement with your legs perpendicular to your torso. Peak Contraction Hold the position briefly when your legs are at the highest point, fully engaging your abdominal muscles. Slowly lower your legs back to the starting position in a controlled manner, avoiding any swinging or momentum. Ensure your core remains tight and your movement is smooth.",https://www.jefit.com/exercises/59/hanging-pike
Pullup Bar,windshield-wipers,"Windshield Wipers Abs / Pullup Bar Steps : 1.) Start by grabbing onto a pull up bar or hanging grip and raising your body off of the floor. 2.) Lift up through your abdominals so that your back is parallel with the floor, keeping your knees bent and feet pointed forward. 3.) Once you find your balance, swing your knees to one side and feel a pull on your obliques, then return back to the center and continue to the opposite direction. 4.) Return back to the starting position and repeat this motion for as many reps as you are able to perform. 5.) Return back to the starting position and slowly lower yourself back to the ground to prevent a muscle pull. 6.) Repeat for as many reps and sets desired. Tips : 1.) This is an advanced oblique and abdominal exercise that requires you to strengthen your abs first so that you prevent from pulling a muscle performing this workout.",https://www.jefit.com/exercises/693/windshield-wipers
Pullup Bar,chin-up-mixed-grip,"Chin-Up (Mixed Grip) Back / Pullup Bar Steps : 1.) Start by standing in front of and grabbing a pull up bar with one hand facing forward palms out and the opposite facing inward palms in. 2.) Once you have a firm grip, slowly pull yourself up and squeezing on your back muscles as you reach the peak position. 3.) Make sure that you keep your elbows as close to your body as possible so you can get the best contraction on your muscles. 4.) Hold this position for a count then return back to the start. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/823/chin-up-mixed-grip
Pullup Bar,climber-pull-up,Climber Pull-Up Back / Pullup Bar The climber chin-up exercise is a variation of the basic chin up and is a great workout for people who rock climb. Steps : 1.) Grasp a chin up bar with a slightly wider than shoulder width overhand grip. 2.) Keeping your body straight pull yourself up and to one side of the bar. 3.) Lower your body back down to the starting position. 4.) Raise yourself to the other side of the bar. Tips : 1.) Alternate sides while performing this exercise. 2.) Allow your body to hang down completely.,https://www.jefit.com/exercises/182/climber-pull-up
Pullup Bar,v-bar-pull-up,"V Bar Pull-Up Back / Pullup Bar The V-Bar Pull Up exercise is a more advanced version of the standard Chin Up in which the closer grip provides more development of the shoulders. Steps : 1.) Start by grasping the pull up bar with an overhand grip so that your palms are facing forward. 2.) Once you have a hold of the bar, let your body hang keeping your arms straight, as this will be your starting position. 3.) Then slowly pull yourself up so that your chin is higher than the bar and once in the top position hold for a count. 4.) Using a controlled motion, lower yourself back down to the starting position. Tips : 1.) Keep your legs in line with your torso throughout the entire exercise.",https://www.jefit.com/exercises/81/v-bar-pull-up
Pullup Bar,gironda-sternum-pull-up,"Gironda Sternum Pull-Up Back / Pullup Bar The Gironda sternum chin-up exercise is a variation of the basic chin up that focus more upon the lats and lower back. Steps : 1.) Start by grabbing a pull up bar with a shoulder-width, overhand grip and hang from it with your arms fully extended. This will be your starting position. 2.) Slowly pull yourself up towards the bar and lean your head as far back as possible while arching your spine. 3.) Continue pulling so that your collarbone passes the bar and you are able to touch it with your sternum and then hold this position for a count. 4.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/181/gironda-sternum-pull-up
Pullup Bar,hanging-knee-raise-rotational,Hanging Knee Raise (Rotational) Abs / Pullup Bar Steps : 1.) Start by standing underneath a pull up bar and pull yourself up off of the ground so that you are hanging above the floor. 2.) Pull your knees up and across to one side of your body until you feel a stretch in your abs then hold for a count. 3.) Return back to the starting position and repeat in the opposite direction. 4.) Repeat for as many reps and sets as desired.,https://www.jefit.com/exercises/1001/hanging-knee-raise-rotational
Weight Plate,weight-plate-russian-twist,"Weight Plate Russian Twist Abs / Weight Plate Steps : 1.) Start off with your back on the floor and your feet under a bench or have a partner holding them. 2.) Bend your knees and lift your upper body off of the floor as if you were in a final sit up position, then stick your arms out in front of your chest with your hands together. 3.) When you are in place, twist your torso to the right while exhaling, holding on and squeezing your abs for a few seconds as you reach the side. 4.) Move back to the starting position as you exhale, then back in the starting position, repeat the exercise in the alternate direction. 5.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/339/weight-plate-russian-twist
Weight Plate,weighted-crunch,"Weighted Crunch Abs / Weight Plate Steps : 1.) Start by laying flat on your back on the ground and feet rested at a 90 degree angle on a bench. 2.) Hold a weight to your chest or extended out in front of you, then slowly elevate your shoulders off of the floor while your lower back keeps you positioned on the floor. 3.) As soon as you feel tension in your abs, squeeze and hold for a few seconds, release and return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/803/weighted-crunch
Weight Plate,weight-plate-front-raise,Weight Plate Front Raise Shoulders / Weight Plate Steps : 1.) To begin this exercise; start off holding a barbell weight plate in your hands at your waist and standing up straight. 2.) Keep your palms facing inwards towards each other. 3.) Then slowly move the plate up and out until it has reached your shoulder level and hold onto it for a few seconds squeezing your shoulders tightly. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed,https://www.jefit.com/exercises/412/weight-plate-front-raise
Weight Plate,weighted-side-bend,"Weighted Side Bend Abs / Weight Plate Steps : 1.) Begin by standing up straight with your one arm to your side holding a weight plate and the other rested behind you with palm placed on your head. 2.) Then slowly bend to one side of your body, grasping onto the weight, until you feel a tension on your obliques and hold for a few seconds. 3.) Return back to the starting position and complete the number of reps desired and then switch to the opposite side.",https://www.jefit.com/exercises/689/weighted-side-bend
Weight Plate,weight-plate-rotation,Weight Plate Rotation Abs / Weight Plate Steps : 1.) Lie on a mat or on the floor. 2.) While sitting up extend your knees out with a slight bend. 3.) Your feet should be a few inches off the ground. 4.) Grab a plate and rotate from one side of your chest to the other side while maintaining your body position. 5.) Repeat for the desired amount of reps.,https://www.jefit.com/exercises/74/weight-plate-rotation
Weight Plate,weighted-trunk-rotation,"Weighted Trunk Rotation Abs / Weight Plate Steps : 1.) Stand straight up with your feet shoulder width apart and holding a weight plate in your arms up against your chest. 2.) Rotate your torso to the right without twisting your feet, then rotate your body to the left and contract your abs. 3.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/677/weighted-trunk-rotation
Weight Plate,decline-bench-weighted-twist,"Decline Bench Weighted Twist Abs / Weight Plate Steps : 1.) Start by laying with your back flat on a decline bench holding a weight plate or dumbbell to your chest and placing your feet underneath the padded foot rests. 2.) While keeping your back straight, slowly lean up so that your back creates a 90-degree angle with the bench and push the weight out directly in front of you. 3.) Begin by twisting at your mid section bringing the weight over to one side until you feel a stretch in your abs, then return back to the starting position and repeat in the opposite direction. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/976/decline-bench-weighted-twist
Weight Plate,weight-plate-shrug,"Weight Plate Shrug Back / Weight Plate Steps : 1.) Start by standing up straight with your feet shoulder width apart and a slight bend in your knees, holding a weight plate in each hand and letting your arms hang down at your sides. 2.) Once you have secured the weight plates in place, slowly shrug your shoulders as high as you can and hold the position for a count. 3.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/771/weight-plate-shrug
Weight Plate,weight-plate-neck-flexion-supine,"Weight Plate Neck Flexion (Supine) Shoulders / Weight Plate Steps : 1.) To begin this exercise; start off by lying face up with your back on a flat bench holding a weight plate in front of your head. 2.) With the plate rested on the front your head, slowly lower your neck down squeezing your shoulders and keeping the plate pressed lightly to the head. 3.) Then return back up to the starting position. 4.) Repeat this exercise for as many repetitions as needed",https://www.jefit.com/exercises/425/weight-plate-neck-flexion-supine
Weight Plate,weight-plate-reverse-curl,"Weight Plate Reverse Curl Biceps / Weight Plate The reverse plate curl exercise uses free weight plates to isolate the bicep and build bigger arms. Steps : 1.) Start by standing with your feet shoulder width apart, your knees slightly bent and your abs drawn in. 2.) Grab a plate in your hands with an overhand (palms down) grip at the 11:00 and 1:00 o'clock position. 3.) Keeping your elbows and arms at your side, curl the slowly up towards your head, squeezing and isolating the bicep muscle. 4.) Slowly return to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/269/weight-plate-reverse-curl
Weight Plate,weight-plate-wall-sit,"Weight Plate Wall Sit Upper Legs / Weight Plate The weight plate wall sit is a variation of the traditional wall sit exercise that adds resistance to increase the challenge for your lower body muscles, particularly the quadriceps, hamstrings, and glutes. Stand with your back pressed firmly against the wall. Walk your feet out and slide your back down the wall until your knees are bent at a 90-degree angle, or as close to 90 degrees as possible. Your feet should be positioned slightly wider than shoulder-width apart, and your knees should be aligned with your ankles. With your hands gripping the weight plate in front of your chest, keep your elbows bent and close to your body. Ensure that the weight plate is held securely and does not slip during the exercise. Brace your core muscles to stabilize your spine and maintain proper posture throughout the exercise. Hold the wall sit position with your knees bent at a 90-degree angle and your back pressed against the wall. Keep your chest lifted, shoulders back, and gaze straight ahead. Ensure that your weight is distributed evenly through your feet, with the majority of the pressure on your heels. Hold the wall sit position for a predetermined amount of time, such as 20-30 seconds, or longer if you're more advanced. Focus on breathing steadily throughout the hold, inhaling through your nose and exhaling through your mouth. After completing the hold, slowly push through your heels and straighten your legs to return to the standing position against the wall. Keep your back pressed against the wall as you rise up. Take a short rest period before repeating the exercise for additional sets or hold times. Aim to perform 2-3 sets of wall sits, holding each position for the desired duration.",https://www.jefit.com/exercises/1384/weight-plate-wall-sit
Weight Plate,weight-plate-high-front-raise,"Weight Plate High Front Raise Shoulders / Weight Plate Steps : 1.) Start by standing up straight with your feet shoulder width apart and holding a weight plate together with both hands at waist level. 2.) Slowly, while squeezing your shoulders, elevate the weight plate above your head and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1115/weight-plate-high-front-raise
Weight Plate,weight-plate-neck-extension-prone,"Weight Plate Neck Extension (Prone) Shoulders / Weight Plate Steps : 1.) To begin this exercise; start off by lying face down on a flat bench holding a weight plate behind your head. 2.) With the plate rested behind your head, slowly lower your neck down squeezing your shoulders and keeping the plate pressed. 3.) Then return back up to the starting position. 4.) Repeat this exercise for as many repetitions as needed",https://www.jefit.com/exercises/424/weight-plate-neck-extension-prone
Weight Plate,weight-plate-hand-squeeze,"Weight Plate Hand Squeeze Forearms / Weight Plate Steps : 1.) Start by standing up straight with your feet shoulder width apart, arms at your side and one arm holding a weight plate at hip level. 2.) Lower the weight down so that your fingers are nearly extended but you are still able to hold onto the weight and hold this position for a count. 3.) Raise the plate back up to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/863/weight-plate-hand-squeeze
